,ID,ra,dec,pmRA,pmDEC,Tmag,objType,typeSrc,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,dstArcSec,EPIC,rafloat,decfloat,InvestigationIDs
0,5738930,348.025888,-12.086764,33.3159,4.20386,14.985,STAR,2mass,20180610,,,390-138745,23120620-1205123,,J231206.24-120512.2,2412978563231124096,7401058,,tmgaia,2.22848,2.22847,hsoy,,,,60.924277,-62.284346,344.269694,-6.396994,,,16.304,0.03,,,,,,,,,,,14.006,0.028,13.435,0.033,13.239,0.043,AAA-222-111-000-0-0,9.3,13.238,0.027,13.356,0.037,12.041,,7.814,,15.7029,0.0023123,0.019,gaiaj,,4231.0,172.0,,,,,,,,,,,DWARF,,,,,0.0353,,,,,,,0.13896344655916398,245922798.0,348.02588,-12.086725999999999,GO19067_LC|GO19068_LC
1,5738933,348.071899,-12.069173,0.893552,-1.86069,15.317,STAR,2mass,20180610,,,390-138748,23121725-1204090,,J231217.24-120408.9,2412979009907732480,7401164,,tmgaia,2.22218,2.22217,hsoy,,,,61.012312,-62.310013,344.318285,-6.398427,17.138,0.124,15.715,1.03,,,,,,,,,,,14.625,0.034,14.141,0.046,14.043,0.066,AAA-222-111-000-0-0,78.1,14.058,0.028,14.084,0.051,12.059,,8.368,,15.8297,0.00250164,0.021,gaiaj,,5514.0,186.0,,,,,,,,,,,GIANT,,,,,,,,,,,,0.11686821106549859,245923096.0,348.07187000000005,-12.069157,GO19067_LC|GO19068_LC
2,5725852,347.968908,-12.062366,31.45,11.21,13.728,STAR,2mass,20180610,,,390-138737,23115253-1203445,,J231152.56-120344.3,2413025807873305984,7400925,,tmgaia,2.0,2.0,sblink,,,,60.895191,-62.225045,344.227715,-6.35273,15.53,0.118,14.696,0.064,,,,,,,,,,,12.933,0.022,12.456,0.024,12.341,0.025,AAA-222-111-000-0-0,92.1,12.315,0.023,12.359,0.026,11.906,0.354,8.627,,14.3154,0.00106338,0.018,gaiaj,splin,4870.0,179.0,4.51243,2.00346,,,0.818209,0.818209,0.793837,0.0934813,1.44923,4.3477,DWARF,0.339265,0.339265,457.56,,0.0350314,,10.0,1.61884959e-08,,,,0.107437237206885,245923200.0,347.9689,-12.062337,GO19067_LC|GO19068_LC
3,5738934,348.029416,-12.051049,,,16.638,STAR,2mass,20180610,,,,23120705-1203037,,J231207.06-120303.5,,,,2mass,,,,,,,60.990368,-62.26585,344.28696,-6.365482,17.394,0.117,,,,,,,,,,,,,15.988,0.11,15.506,0.144,15.087,0.166,BBC-222-111-000-0-0,49.1,13.893,0.028,13.559,0.041,9.7,0.055,7.469,0.19,,,0.18,bpjk,,4934.0,180.0,,,,,,,,,,,,,,,,,,,,,,,0.014124004334346246,245923374.0,348.02942,-12.051049,GO19059_LC
4,5725844,347.955744,-12.021335,9.55087,-7.3219,12.825,STAR,2mass,20180610,,,390-138736,23114937-1201167,,J231149.38-120116.8,2413027250982286592,7400907,,tmgaia,2.22848,2.22847,hsoy,,,,60.949469,-62.190277,344.231954,-6.309933,14.251,0.076,13.793,0.16,,,,,,,,,,,12.208,0.022,11.848,0.025,11.777,0.025,AAA-222-111-000-0-0,48.2,11.733,0.023,11.806,0.024,11.513,0.24,8.565,,13.2815,0.000635267,0.018,gaiaj,splin,5219.0,183.0,4.45655,2.00373,,,0.923422,0.923422,0.8890419,0.108676,1.12907,3.38722,DWARF,0.5699599,0.5699599,465.288,,0.0357967,,12.0,0.0002585064,,,0.000332186115,0.1058105080534228,245923832.0,347.95575,-12.021306,GO19049_LC|GO19067_LC
5,5738942,348.087111,-11.994262,-49.27,-1.38,16.62,STAR,2mass,20180610,,,,23122091-1159393,,J231220.87-115939.3,2413003027364889856,,,tmgaia,2.0,2.0,sblink,,,,61.16068,-62.277234,344.361577,-6.335325,21.067,0.164,,,,,,,,,,,,,14.808,0.038,14.158,0.041,14.03,0.064,AAA-222-111-000-0-0,57.2,13.804,0.027,13.635,0.04,12.037,,8.636,,17.851,0.0109175,0.023,gaiaj,,,,,,,,,,,,,,DWARF,,,,,,,,,,,,0.06696867614847593,245924338.0,348.08713,-11.994261,GO19063_LC
6,5738973,348.161186,-11.988628,-1.44978,-28.4637,12.44,STAR,2mass,20180610,,,391-134526,23123868-1159190,,J231238.66-115919.4,2413003233523108992,7401363,,tmgaia,0.978851,0.925891,hsoy,,,,61.263675,-62.331921,344.430879,-6.358521,13.648,0.065,13.152,0.08,,,,,,,,,,,11.9,0.023,11.577,0.025,11.529,0.025,AAA-222-111-000-0-0,34.1,11.506,0.022,11.551,0.022,11.102,0.166,8.869,,12.8392,0.000513816,0.018,gaiaj,splin,5766.0,188.0,4.34755,,,,1.1282,1.1282,1.03250551,0.123591,0.719002,0.719002,DWARF,1.267559,1.267559,489.412,,0.0336271,,15.0,,,,,0.33411271794703723,245924453.0,348.1611,-11.988667,GO19049_LC|GO19065_LC|GO19067_LC
7,5738970,348.15344,-11.982914,,,16.68,STAR,2mass,20180610,,,,23123682-1158584,,J231236.79-115858.5,,,,2mass,,,,,,,61.263756,-62.32243,344.426116,-6.350295,17.034,0.098,,,,,,,,,,,,,16.003,0.09,15.422,0.121,14.687,0.111,ABB-222-111-000-0-0,34.1,14.142,0.029,14.0,0.048,11.496,0.234,8.776,,,,0.165,bpjk,,4518.0,175.0,,,,,,,,,,,,,,,,,,,,,,,0.0007199999978118295,245924572.0,348.15344,-11.982914,GO19059_LC
8,5738944,348.021353,-11.982817,-24.3069,-15.5453,11.426,STAR,2mass,20180610,,,391-134515,23120512-1158581,,J231205.10-115858.0,2413050168925719424,7401043,,tmgaia,0.920275,0.929776,hsoy,,,,61.097848,-62.218817,344.306536,-6.299608,12.522,0.063,11.982,0.092,,,,,,,,,,,10.797,0.022,10.534,0.025,10.45,0.023,AAA-222-111-000-0-0,22.1,10.403,0.023,10.449,0.021,10.376,0.093,8.247,,11.8918,0.000345996,0.018,gaiaj,splin,5831.0,190.0,4.33546,2.00353,,,1.15402,1.15402,1.05066192,0.124829,0.683627,2.05088,DWARF,1.38706315,1.38706315,310.613,,0.0350148,,22.0,0.00273554935,,,0.000517791661,0.1901889691887033,245924577.0,348.02133,-11.982769000000001,GO19049_LC|GO19065_LC|GO19067_LC
9,5725841,347.953354,-11.980719,,,16.411,STAR,2mass,20180610,,,,23114880-1158505,,J231148.88-115849.3,,,,2mass,,,,,,,61.016361,-62.164193,344.245782,-6.271642,15.212,0.112,,,,,,,,,,,,,15.911,0.106,15.322,0.14,14.757,0.138,ABB-222-111-000-0-0,57.8,14.291,0.053,14.22,0.078,11.714,0.48,7.501,,,,0.8,joffs,,5709.0,189.0,,,,,,,,,,,,,,,,,,,,,,,0.05634992867814785,245924621.0,347.95337,-11.980719,GO19059_LC
10,404244634,348.109069,-11.96224,174.16,-36.65,11.601,STAR,2mass,20180610,,,391-134521,23122618-1157440,,J231226.30-115744.4,2413050478163364352,7401232,,tmgaia,2.0,2.0,sblink,,,,61.243459,-62.275288,344.39408,-6.314273,14.038,0.06,12.809,0.114,,,,,,,,,,,10.66,0.028,9.951,0.023,9.831,0.021,AAA-222-111-000-0-0,94.2,9.779,0.023,9.837,0.021,9.806,0.058,8.013,,12.2932,0.000396927,0.019,gaiaj,spec,4250.0,64.0,4.98,0.12,-0.26,0.08,0.416239,0.051062,0.5822409,0.046738,8.07371,2.97132,DWARF,0.050925687,0.0124945743,,,0.0340289,,13.0,1.33305946e-06,,,,0.0749627750548389,245924999.0,348.10907000000003,-11.962219000000001,GO19049_LC|GO19065_LC|GO19067_LC|GO19068_LC
11,5738968,348.156876,-11.957331,28.7237,4.94802,12.514,STAR,2mass,20180610,,,391-134524,23123764-1157263,,J231237.65-115726.4,2413004985869764864,7401349,,tmgaia,2.22848,2.22848,hsoy,,,,61.312178,-62.309793,344.43931,-6.328073,14.079,0.059,13.402,0.126,,,,,,,,,,,11.84,0.024,11.404,0.024,11.322,0.025,AAA-222-111-000-0-0,32.9,11.295,0.023,11.341,0.021,11.295,0.178,8.388,,13.0145,0.000558671,0.018,gaiaj,splin,5071.0,181.0,4.48308,2.00352,,,0.874822,0.874822,0.848186135,0.100728,1.26687,3.80061,DWARF,0.45594126,0.45594126,323.189,,0.0338958,,16.0,0.001113929,,,0.000414337555,0.3095645221612768,245925092.0,348.1568,-11.957374,GO19049_LC|GO19067_LC|GO19068_LC
12,5738967,348.196731,-11.95512,-8.90604,-5.05804,15.272,STAR,2mass,20180610,,,391-134534,23124721-1157184,,J231247.19-115718.6,2413004848431044864,7401448,,tmgaia,2.22848,2.22847,hsoy,,,,61.366335,-62.339666,344.476276,-6.341313,17.006,0.069,16.091,1.133,,,,,,,,,,,14.513,0.03,14.013,0.036,13.914,0.062,AAA-222-111-000-0-0,47.5,13.928,0.027,14.013,0.05,12.249,,8.706,,15.835,0.00250998,0.02,gaiaj,,4950.0,180.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.13990315815916363,245925137.0,348.1967,-11.955144,GO19067_LC|GO19068_LC
13,5725837,347.938689,-11.952091,,,17.397,STAR,2mass,20180610,,,,23114528-1157075,,J231145.27-115707.7,,,,2mass,,,,,,,61.047218,-62.1356,344.243771,-6.239683,20.02,0.108,,,,,,,,,,,,,16.077,0.101,15.641,0.165,14.739,0.135,ACB-222-111-000-0-0,46.6,14.024,0.028,13.785,0.043,12.28,,8.606,,,,0.173,bpjk,,3544.0,166.0,,,,,,,,,,,,,,,,,,,,,,,0.03874820567532091,245925194.0,347.9387,-11.952091000000001,GO19059_LC
14,5741462,348.303963,-11.942677,6.78506,-14.9681,15.604,STAR,2mass,20180610,,,391-134548,23131295-1156336,,J231312.97-115633.8,2413010208549860096,7401711,,tmgaia,2.27032,2.27032,hsoy,,,,61.523744,-62.416049,344.578298,-6.370974,17.115,0.092,16.403,1.133,,,,,,,,,,,14.912,0.042,14.479,0.052,14.389,0.078,AAA-222-111-000-0-0,71.4,14.398,0.03,14.443,0.059,12.422,,8.896,,16.1179,0.00300926,0.024,gaiaj,,5117.0,182.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.202424822866077,245925406.0,348.30402000000004,-11.942684,GO19067_LC|GO19068_LC
15,404244636,348.133837,-11.93806,21.3696,-16.8868,13.962,STAR,2mass,20180610,,,391-134523,23123212-1156170,,J231232.13-115617.1,2413051989992094976,7401292,,tmgaia,2.28227,2.28226,hsoy,,,,61.316284,-62.280199,344.426038,-6.301514,16.316,0.084,15.123,0.355,,,,,,,,,,,13.027,0.03,12.392,0.029,12.364,0.026,AAA-222-111-000-0-0,38.9,12.278,0.023,12.385,0.025,11.884,0.339,8.374,,14.6486,0.00126672,0.019,gaiaj,,4448.0,174.0,,,,,,,,,,,DWARF,,,347.487,,0.0344,,17.0,0.000406662,,,,0.0634125558115295,245925487.0,348.13382,-11.938054,GO19067_LC|GO19068_LC
16,4579864,348.232288,-11.933957,28.4101,-31.0191,14.031,STAR,2mass,20180610,,,391-134538,23125574-1156022,,J231255.76-115602.3,2413005295107654656,7401537,,tmgaia,2.24052,2.24052,hsoy,,,,61.447807,-62.354774,344.516822,-6.33547,16.153,0.132,14.91,1.133,,,,,,,,,,,13.153,0.025,12.532,0.024,12.431,0.026,AAA-222-111-000-0-0,83.6,12.418,0.024,12.488,0.027,12.012,0.351,8.76,,14.6787,0.00128729,0.018,gaiaj,,4673.0,177.0,,,,,,,,,,,DWARF,,,390.596,,0.032,,13.0,1.04401735e-07,,,,0.22442141114092523,245925567.0,348.23227,-11.933897,GO19067_LC|GO19068_LC
17,4554210,347.998285,-11.933584,20.1,-29.9,6.676,STAR,2mass,20180610,114536,5824-00496-1,,23115958-1156008,,,2413051302797084416,,,tmgaia,1.3,1.2,tycho2,5.54,2.37,hip,61.153562,-62.171301,344.305032,-6.245471,8.887,0.038,7.00634,0.023,,,,,,,,,,,7.061,,6.646,,4.917,0.027,UUA-001-001-00c-0-0,2.6,,,,,,,,,7.41889,0.000345996,0.021,gaiak,splin,5136.0,182.0,,,,,0.895408,0.895408,0.866131,0.103919,1.20648,3.61944,GIANT,0.5026167,0.5026167,180.505417,77.2198,0.034789,,,,,,,0.31790611821344034,245925582.0,347.9982,-11.933553999999999,GO19051_LC|GO19067_LC
18,5741463,348.286842,-11.932063,-10.6035,-20.6976,12.307,STAR,2mass,20180610,,,391-134546,23130884-1155553,,J231308.84-115555.6,2413004401753983232,7401665,,tmgaia,1.03388,1.03386,hsoy,,,,61.52029,-62.396284,344.566978,-6.354643,13.953,0.057,13.175,0.114,,,,,,,,,,,11.602,0.021,11.156,0.023,11.096,0.023,AAA-222-111-000-0-0,32.2,11.063,0.024,11.14,0.021,11.106,0.148,8.784,,12.8295,0.00051144,0.017,gaiaj,splin,5049.0,181.0,4.48665,2.00351,,,0.868121,0.868121,0.842131555,0.0997718,1.28718,3.86155,DWARF,0.441241384,0.441241384,277.244,,0.0312515,,20.0,0.002906252,,,0.000455968664,0.20695590039719344,245925615.0,348.2869,-11.932072,GO19049_LC|GO19065_LC|GO19067_LC|GO19068_LC
19,4520656,347.870712,-11.920332,20.623,-8.30066,15.248,STAR,2mass,20180610,,,391-134497,23112896-1155131,,J231128.98-115513.4,2413031752107835648,,,tmgaia,2.24343,2.28443,hsoy,,,,61.016865,-62.06328,344.194703,-6.184435,18.248,0.048,16.531,1.133,,,,,,,,,,,14.125,0.032,13.468,0.033,13.321,0.041,AAA-222-111-000-0-0,16.9,13.237,0.025,13.276,0.038,12.133,,7.947,,16.0632,0.00290355,0.02,gaiaj,,4137.0,171.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.2396588152760818,245925841.0,347.87073,-11.920396,GO19067_LC|GO19068_LC
20,5741465,348.320583,-11.917579,10.6222,-9.4918,11.607,STAR,2mass,20180610,,,391-134549,23131693-1155032,,J231316.96-115503.4,2413010414708197504,7401756,,tmgaia,0.968551,0.934193,hsoy,,,,61.588162,-62.413922,344.603248,-6.354257,13.535,0.061,12.601,0.092,,,,,,,,,,,10.821,0.021,10.287,0.023,10.217,0.025,AAA-222-111-000-0-0,31.1,10.137,0.024,10.239,0.021,10.242,0.075,8.927,,12.1895,0.000378081,0.017,gaiaj,,4691.0,170.0,,,,,,,,,,,GIANT,,,,,0.0316703,,,,,,,0.2529665564438721,245925902.0,348.32065,-11.917603999999999,GO19067_LC|GO19068_LC
21,4554205,348.000306,-11.91711,,,18.134,STAR,2mass,20180610,,,,23120007-1155015,,J231200.06-115501.4,2413051405879190144,,,tmgaia,,,,,,,61.184371,-62.163032,344.313349,-6.231085,14.066,0.113,,,,,,,,,,,,,15.938,0.107,15.579,0.161,14.886,0.152,ACB-222-111-ccc-0-0,27.2,13.599,0.028,13.445,0.036,9.799,0.063,8.014,,19.5627,0.0480833,0.063,gaiaj,,7352.0,210.0,,,,,,,,,,,,,,,,,,,,,,,0.021146723901137025,245925909.0,348.0003,-11.917110000000001,GO19059_LC
22,4520658,347.896619,-11.916545,8.30045,6.89918,11.672,STAR,2mass,20180610,,,391-134500,23113518-1154595,,J231135.19-115459.6,2413031786465691008,7400748,,tmgaia,0.934211,0.972097,hsoy,,,,61.055656,-62.081358,344.219658,-6.190865,12.853,0.056,12.281,0.08,,,,,,,,,,,11.145,0.025,10.855,0.022,10.814,0.022,AAA-222-111-000-0-0,84.0,10.766,0.022,10.853,0.022,10.741,0.161,8.576,,12.0602,0.000355872,0.019,gaiaj,splin,5930.0,191.0,4.31732,2.00367,,,1.19561,1.19561,1.08159745,0.131159,0.632845,1.89854,DWARF,1.592547,1.592547,369.177,,0.0359455,,17.0,6.565878e-05,,,0.0004120831,0.2340525553731084,245925916.0,347.8966,-11.916607,GO19049_LC|GO19065_LC|GO19067_LC
23,5725835,347.94526,-11.910661,2.15678,-4.84999,14.877,STAR,2mass,20180610,,,391-134505,23114686-1154383,,J231146.85-115438.4,2413054498253011200,7400873,,tmgaia,2.22848,2.22848,hsoy,,,,61.126501,-62.116009,344.26603,-6.204072,17.362,0.045,16.072,1.133,,,,,,,,,,,13.786,0.028,13.139,0.03,13.003,0.03,AAA-222-111-000-0-0,12.9,12.9,0.024,12.958,0.031,11.974,,8.76,,15.6713,0.00226794,0.019,gaiaj,,4168.0,166.0,,,,,,,,,,,GIANT,,,,,,,,,,,,0.06507745269786412,245926035.0,347.94525,-11.910675999999999,GO19067_LC|GO19068_LC
24,4579859,348.237497,-11.908195,,,17.128,STAR,2mass,20180610,,,,23125699-1154295,,J231257.00-115429.6,,,,2mass,,,,,,,61.498767,-62.343358,344.531695,-6.313765,17.665,0.112,,,,,,,,,,,,,16.438,0.104,15.663,0.142,15.237,0.148,ABB-222-111-000-0-0,53.2,14.724,0.034,14.563,0.068,11.264,0.189,8.331,,,,0.175,bpjk,,4587.0,176.0,,,,,,,,,,,,,,,,,,,,,,,0.010592077805278068,245926090.0,348.2375,-11.908195,GO19059_LC
25,5738953,348.066618,-11.904626,-40.59,-82.26,16.477,STAR,2mass,20180610,,,,23121599-1154165,,J231215.95-115417.4,2413051680754466560,,,tmgaia,2.0,2.0,sblink,,,,61.289077,-62.207516,344.378327,-6.244996,20.969,0.164,,,,,,,,,,,,,14.664,0.034,14.046,0.043,13.74,0.045,AAA-222-111-000-0-0,40.0,13.588,0.026,13.424,0.035,12.172,,8.658,,17.7094,0.00972586,0.022,gaiaj,,,,,,,,,,,,,,DWARF,,,,,,,,,,,,0.1254779361900279,245926174.0,348.06662,-11.904591,GO19063_LC
26,5738963,348.17851,-11.902492,-6.70309,-5.17813,15.615,STAR,2mass,20180610,,,391-134531,23124284-1154089,,J231242.82-115409.2,2413052539747926144,7401405,,tmgaia,2.25901,2.25901,hsoy,,,,61.433876,-62.293808,344.480515,-6.285907,17.433,0.266,16.411,1.133,,,,,,,,,,,14.856,0.035,14.28,0.046,14.318,0.075,AAA-222-111-000-0-0,32.5,14.231,0.029,14.339,0.058,12.342,,8.679,,16.1774,0.00312938,0.021,gaiaj,,5035.0,181.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.5395651747893582,245926206.0,348.1784,-11.902596,GO19067_LC|GO19068_LC
27,5738955,348.045647,-11.900255,5.07269,-3.56617,13.078,STAR,2mass,20180610,,,391-134516,23121095-1154009,,J231210.96-115400.8,2413051852552897536,7401103,,tmgaia,2.23247,2.28941,hsoy,,,,61.27021,-62.18847,344.361054,-6.23294,14.648,0.056,13.9,0.137,,,,,,,,,,,12.407,0.023,12.021,0.025,11.907,0.023,AAA-222-111-000-0-0,37.0,11.863,0.023,11.914,0.024,11.588,0.261,8.574,0.515,13.5754,0.000733056,0.018,gaiaj,,5139.0,182.0,,,,,,,,,,,DWARF,,,,,0.0343326,,,,,,,0.1652183242185366,245926246.0,348.04565,-11.900209,GO19049_LC|GO19067_LC|GO19068_LC
28,404244638,348.158999,-11.899282,,,10.516,STAR,2mass,20180610,,,391-134525,23123815-1153574,,J231238.15-115357.3,,7401355,,2mass,,,,,,,61.414729,-62.276618,344.464108,-6.275476,12.386,0.06,11.396,0.046,,,,,,,,,,,9.606,0.03,9.002,0.047,8.894,0.019,AAA-212-111-000-0-0,2.2,8.796,0.024,8.899,0.02,8.299,0.024,6.759,0.109,,,0.049,vjk,,4654.0,177.0,,,,,,,,,,,,,,,,0.035229,,,,,,,0.12666091625919249,245926259.0,348.15897,-11.899261,GO19067_LC|GO19068_LC
29,4520660,347.91052,-11.897583,28.8596,-4.20937,15.284,STAR,2mass,20180610,,,391-134503,23113852-1153512,,J231138.55-115351.5,2413055288528696064,7400787,,tmgaia,2.24052,2.24052,hsoy,,,,61.105487,-62.08094,344.23971,-6.178737,17.129,0.08,15.977,1.133,,,,,,,,,,,14.505,0.036,14.06,0.042,13.927,0.055,AAA-222-111-000-0-0,56.7,13.928,0.027,14.029,0.05,11.697,,8.327,,15.8607,0.00255084,0.021,gaiaj,,5079.0,181.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.2155972346629934,245926296.0,347.91055,-11.897635000000001,GO19067_LC|GO19068_LC
30,5725832,347.94923,-11.896714,,,17.367,STAR,2mass,20180610,,,,23114781-1153481,,J231147.81-115347.9,,,,2mass,,,,,,,61.155368,-62.110783,344.275115,-6.192757,19.913,0.117,,,,,,,,,,,,,16.015,0.11,15.308,0.11,14.519,0.103,BBA-222-111-000-0-0,17.8,13.755,0.027,13.444,0.037,12.165,0.421,8.751,,,,0.178,bpjk,,3441.0,165.0,,,,,,,,,,,,,,,,,,,,,,,0.03523410619276852,245926308.0,347.94922,-11.896714,GO19059_LC
31,404244640,348.158641,-11.896377,,,15.537,STAR,2mass,20180610,,,,23123807-1153469,,,,,,2mass,,,,,,,61.419268,-62.274593,344.464928,-6.272666,,,,,,,,,,,,,,,15.037,0.206,13.46,,13.115,,CUU-266-200-c00-0-0,10.3,,,,,,,,,,,0.8,joffs,,,,,,,,,,,,,,,,,,,,,,,,,,0.03875616067613689,245926318.0,348.15862999999996,-11.896377000000001,GO19053_LC|GO19059_LC|GO19067_LC
32,5738957,348.058625,-11.887767,24.2301,10.2057,13.193,STAR,2mass,20180610,,,391-134519,23121406-1153159,,J231214.08-115315.7,2413051886912635648,7401141,,tmgaia,2.22848,2.22847,hsoy,,,,61.307952,-62.191148,344.377727,-6.22642,14.761,0.058,13.943,0.114,,,,,,,,,,,12.558,0.022,12.197,0.027,12.094,0.023,AAA-222-111-000-0-0,15.2,12.068,0.023,12.152,0.026,11.605,0.271,8.645,,13.6641,0.000765756,0.018,gaiaj,splin,5409.0,185.0,4.41815,2.00405,,,0.992799,0.992799,0.9406807,0.119736,0.961298,2.8839,DWARF,0.7601255,0.7601255,526.84,,0.0344634,,22.0,0.00373660144,,,,0.16223898981378862,245926489.0,348.05862,-11.887722,GO19049_LC|GO19067_LC
33,4520662,347.898132,-11.887528,0.808189,-18.7515,15.564,STAR,2mass,20180610,,,391-134502,23113555-1153150,,J231135.54-115315.2,2413055357248149888,7400754,,tmgaia,2.31104,2.34653,hsoy,,,,61.107231,-62.065212,344.232446,-6.164741,17.224,0.026,16.192,1.133,,,,,,,,,,,14.859,0.041,14.407,0.056,14.294,0.07,AAA-222-111-000-0-0,28.1,14.347,0.029,14.372,0.065,12.395,,8.675,,16.0864,0.00294781,0.023,gaiaj,,5244.0,183.0,,,,,,,,,,,DWARF,,,,,,,,,,,,0.23514723948899025,245926498.0,347.89807,-11.887552000000001,GO19067_LC|GO19068_LC
